time,Noise,Noise_Filt,Noise_Filt_Sat,Sine,Sine_Filt,Sine_Filt_Quantized
2.168,1.5030509756170214,0.2568442338764909,0.2568442338764909,1.6538226217986622,1.9783304221269375,2.0
2.169,0.04039801531905705,0.24905177409754847,0.24905177409754847,1.6526971303534357,1.9781270795559822,2.0
2.17,1.6642831715363022,0.44463458183470916,0.44463458183470916,1.6515699862112163,1.9779216704536218,2.0
2.171,0.816238019288977,0.524432605154096,0.5,1.6504411904991478,1.9777141951999486,2.0
2.172,-1.7765118000222497,0.27614699989360947,0.27614699989360947,1.6493107443460266,1.9775046541771828,2.0
2.173,-3.755044302361676,-0.2070408878962804,-0.2070408878962804,1.648178648882299,1.9772930477696702,2.0
2.174,0.9444905456849232,-0.07862752529085054,-0.07862752529085054,1.6470449052400595,1.9770793763638805,2.0
2.175,0.06855233933639157,-0.06612710660925905,-0.06612710660925905,1.6459095145530518,1.9768636403484054,2.0
2.176,-0.6052841063702159,-0.13848126457507298,-0.13848126457507298,1.644772477956667,1.9766458401139548,2.0
2.177,-2.9458219766063234,-0.49978494842211063,-0.49978494842211063,1.6436337965879413,1.976425976053357,2.0
2.178,-0.2829799976174935,-0.5101682007031918,-0.5,1.642493471585556,1.9762040485615542,2.0
2.179,-1.4144029613255464,-0.6614601608337256,-0.5,1.641351504089836,1.9759800580356017,2.0
2.18,2.343471539595858,-0.3354532103425567,-0.3354532103425567,1.6402078952427481,1.9757540048746656,2.0
2.181,2.504637279515388,-0.005600889886004934,-0.005600889886004934,1.6390626461879023,1.9755258894800198,2.0
